,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
2567,2567,Most;auditors;painters/All;painters;cleaners,Most;auditors;cleaners,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,21_participant_24,118,34292.0,TA1,Tac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,AT,ug,T,g,True,True,2021,True
2570,2570,Some;plumbers;dentists/Most not;lifeguards;dentists,Some not;plumbers;lifeguards,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,21_participant_24,121,31822.0,ID3,Oac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,ID,ge,O,e,False,False,2021,True
2571,2571,Most not;managers;clerks/Some;managers;models,Some not;clerks;models,All;clerks;models|All;models;clerks|No;clerks;models|No;models;clerks|Some;clerks;models|Some;models;clerks|Some not;clerks;models|Some not;models;clerks|Most;clerks;models|Most;models;clerks|Most not;clerks;models|Most not;models;clerks|NVC,syllogistic-generalized,single-choice,21_participant_24,122,33030.0,DI4,Oac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,ID,ge,O,e,False,False,2021,True
2572,2572,All;secretaries;agents/Most not;secretaries;brokers,Most not;agents;brokers,All;agents;brokers|All;brokers;agents|No;agents;brokers|No;brokers;agents|Some;agents;brokers|Some;brokers;agents|Some not;agents;brokers|Some not;brokers;agents|Most;agents;brokers|Most;brokers;agents|Most not;agents;brokers|Most not;brokers;agents|NVC,syllogistic-generalized,single-choice,21_participant_24,123,17198.0,AD4,Dac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,AD,ug,D,g,False,True,2021,True
2574,2574,No;assistants;farmers/Most not;assistants;scholars,NVC,All;farmers;scholars|All;scholars;farmers|No;farmers;scholars|No;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|Most;farmers;scholars|Most;scholars;farmers|Most not;farmers;scholars|Most not;scholars;farmers|NVC,syllogistic-generalized,single-choice,21_participant_24,125,105997.0,ED4,NVC,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,ED,ug,NVC,NVC,True,False,2021,True
2576,2576,Most not;students;cyclists/Most;buyers;students,Most not;buyers;cyclists,All;cyclists;buyers|All;buyers;cyclists|No;cyclists;buyers|No;buyers;cyclists|Some;cyclists;buyers|Some;buyers;cyclists|Some not;cyclists;buyers|Some not;buyers;cyclists|Most;cyclists;buyers|Most;buyers;cyclists|Most not;cyclists;buyers|Most not;buyers;cyclists|NVC,syllogistic-generalized,single-choice,21_participant_24,127,26055.0,DT2,Dca,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,TD,gg,D,g,False,False,2021,True
2577,2577,Most;hunters;lawyers/Some;athletes;hunters,Some;lawyers;athletes,All;lawyers;athletes|All;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|Most;lawyers;athletes|Most;athletes;lawyers|Most not;lawyers;athletes|Most not;athletes;lawyers|NVC,syllogistic-generalized,single-choice,21_participant_24,128,35670.0,TI2,Iac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,IT,ge,I,e,False,False,2021,True
2578,2578,Most;architects;designers/No;trainers;architects,No;trainers;designers,All;designers;trainers|All;trainers;designers|No;designers;trainers|No;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|Most;designers;trainers|Most;trainers;designers|Most not;designers;trainers|Most not;trainers;designers|NVC,syllogistic-generalized,single-choice,21_participant_24,129,130821.0,TE2,Eca,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,ET,ug,E,u,False,True,2021,True
2579,2579,No;investors;jugglers/Most;barbers;jugglers,No;investors;barbers,All;investors;barbers|All;barbers;investors|No;investors;barbers|No;barbers;investors|Some;investors;barbers|Some;barbers;investors|Some not;investors;barbers|Some not;barbers;investors|Most;investors;barbers|Most;barbers;investors|Most not;investors;barbers|Most not;barbers;investors|NVC,syllogistic-generalized,single-choice,21_participant_24,130,36838.0,ET3,Eac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,ET,ug,E,u,False,True,2021,True
2582,2582,Most;drillers;actors/All;nurses;actors,Most;drillers;nurses,All;drillers;nurses|All;nurses;drillers|No;drillers;nurses|No;nurses;drillers|Some;drillers;nurses|Some;nurses;drillers|Some not;drillers;nurses|Some not;nurses;drillers|Most;drillers;nurses|Most;nurses;drillers|Most not;drillers;nurses|Most not;nurses;drillers|NVC,syllogistic-generalized,single-choice,21_participant_24,133,28238.0,TA3,Tac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,AT,ug,T,g,False,False,2021,True
2583,2583,Most;actuaries;opticians/Some not;boxers;opticians,Some not;boxers;actuaries,All;actuaries;boxers|All;boxers;actuaries|No;actuaries;boxers|No;boxers;actuaries|Some;actuaries;boxers|Some;boxers;actuaries|Some not;actuaries;boxers|Some not;boxers;actuaries|Most;actuaries;boxers|Most;boxers;actuaries|Most not;actuaries;boxers|Most not;boxers;actuaries|NVC,syllogistic-generalized,single-choice,21_participant_24,134,20366.0,TO3,Oca,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,OT,ge,O,e,False,False,2021,True
2584,2584,Some not;singers;pilots/Most;tailors;singers,Some not;tailors;pilots,All;pilots;tailors|All;tailors;pilots|No;pilots;tailors|No;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|Most;pilots;tailors|Most;tailors;pilots|Most not;pilots;tailors|Most not;tailors;pilots|NVC,syllogistic-generalized,single-choice,21_participant_24,135,38965.0,OT2,Oca,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,OT,ge,O,e,False,False,2021,True
2585,2585,All;joggers;counselors/Most;joggers;riders,Most;counselors;riders,All;counselors;riders|All;riders;counselors|No;counselors;riders|No;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|Most;counselors;riders|Most;riders;counselors|Most not;counselors;riders|Most not;riders;counselors|NVC,syllogistic-generalized,single-choice,21_participant_24,136,20070.0,AT4,Tac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,AT,ug,T,g,False,True,2021,True
2587,2587,Most not;poets;miners/All;skaters;miners,Most not;poets;skaters,All;poets;skaters|All;skaters;poets|No;poets;skaters|No;skaters;poets|Some;poets;skaters|Some;skaters;poets|Some not;poets;skaters|Some not;skaters;poets|Most;poets;skaters|Most;skaters;poets|Most not;poets;skaters|Most not;skaters;poets|NVC,syllogistic-generalized,single-choice,21_participant_24,138,23598.0,DA3,Dac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,AD,ug,D,g,True,True,2021,True
2588,2588,Most not;actors;drillers/Some not;drillers;nurses,Most not;actors;nurses,All;actors;nurses|All;nurses;actors|No;actors;nurses|No;nurses;actors|Some;actors;nurses|Some;nurses;actors|Some not;actors;nurses|Some not;nurses;actors|Most;actors;nurses|Most;nurses;actors|Most not;actors;nurses|Most not;nurses;actors|NVC,syllogistic-generalized,single-choice,21_participant_24,139,184164.0,DO1,Dac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,OD,ge,D,g,False,False,2021,True
2589,2589,Some;cooks;swimmers/Most not;swimmers;mayors,Some not;cooks;mayors,All;cooks;mayors|All;mayors;cooks|No;cooks;mayors|No;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|Most;cooks;mayors|Most;mayors;cooks|Most not;cooks;mayors|Most not;mayors;cooks|NVC,syllogistic-generalized,single-choice,21_participant_24,140,28750.0,ID1,Oac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,ID,ge,O,e,False,False,2021,True
2590,2590,Most;poets;miners/Some not;skaters;poets,Some not;skaters;miners,All;miners;skaters|All;skaters;miners|No;miners;skaters|No;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|Most;miners;skaters|Most;skaters;miners|Most not;miners;skaters|Most not;skaters;miners|NVC,syllogistic-generalized,single-choice,21_participant_24,141,28166.0,TO2,Oca,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,OT,ge,O,e,False,False,2021,True
2591,2591,Some not;farmers;scholars/Most not;farmers;assistants,Most not;scholars;assistants,All;scholars;assistants|All;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|Most;scholars;assistants|Most;assistants;scholars|Most not;scholars;assistants|Most not;assistants;scholars|NVC,syllogistic-generalized,single-choice,21_participant_24,142,72142.0,OD4,Dac,female,highschool,35,45,60,55,yes,"I've been following the same strategy as the first two experiments I've done. One example would be if 'all' analysts are joggers then they are both the same thing so 'some joggers are potters' would also apply that 'some analysts are potters' as well. I would follow this rule with other key words such as 'No, some, most etc'. Also the word ""most"" I would play out to be ""all"" in my head with the conclusions.",yes,55,45,75,yes,,I have completed the first two tasks which were both the same experiment as the third task.,3,OD,ge,D,g,False,False,2021,True
2594,2594,Some not;cyclists;buyers/Most not;students;buyers,NVC,All;cyclists;students|All;students;cyclists|No;cyclists;students|No;students;cyclists|Some;cyclists;students|Some;students;cyclists|Some not;cyclists;students|Some not;students;cyclists|Most;cyclists;students|Most;students;cyclists|Most not;cyclists;students|Most not;students;cyclists|NVC,syllogistic-generalized,single-choice,21_participant_25,2,43123.0,OD3,NVC,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,OD,ge,NVC,NVC,True,False,2021,True
2596,2596,No;swimmers;cooks/Most;mayors;swimmers,Most not;mayors;cooks,All;cooks;mayors|All;mayors;cooks|No;cooks;mayors|No;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|Most;cooks;mayors|Most;mayors;cooks|Most not;cooks;mayors|Most not;mayors;cooks|NVC,syllogistic-generalized,single-choice,21_participant_25,4,17556.0,ET2,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ET,ug,D,g,True,True,2021,True
2599,2599,Most;chefs;scientists/No;chefs;runners,Most not;scientists;runners,All;scientists;runners|All;runners;scientists|No;scientists;runners|No;runners;scientists|Some;scientists;runners|Some;runners;scientists|Some not;scientists;runners|Some not;runners;scientists|Most;scientists;runners|Most;runners;scientists|Most not;scientists;runners|Most not;runners;scientists|NVC,syllogistic-generalized,single-choice,21_participant_25,7,39900.0,TE4,Dac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ET,ug,D,g,False,True,2021,True
2602,2602,Most not;travelers;novelists/Some not;travelers;analysts,Some not;novelists;analysts,All;novelists;analysts|All;analysts;novelists|No;novelists;analysts|No;analysts;novelists|Some;novelists;analysts|Some;analysts;novelists|Some not;novelists;analysts|Some not;analysts;novelists|Most;novelists;analysts|Most;analysts;novelists|Most not;novelists;analysts|Most not;analysts;novelists|NVC,syllogistic-generalized,single-choice,21_participant_25,10,31946.0,DO4,Oac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,OD,ge,O,e,False,False,2021,True
2603,2603,Some;investors;barbers/Most;jugglers;barbers,Some not;investors;jugglers,All;investors;jugglers|All;jugglers;investors|No;investors;jugglers|No;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|Most;investors;jugglers|Most;jugglers;investors|Most not;investors;jugglers|Most not;jugglers;investors|NVC,syllogistic-generalized,single-choice,21_participant_25,11,18119.0,IT3,Oac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,IT,ge,O,e,False,False,2021,True
2604,2604,No;fencers;engineers/Most not;campers;engineers,No;campers;fencers,All;fencers;campers|All;campers;fencers|No;fencers;campers|No;campers;fencers|Some;fencers;campers|Some;campers;fencers|Some not;fencers;campers|Some not;campers;fencers|Most;fencers;campers|Most;campers;fencers|Most not;fencers;campers|Most not;campers;fencers|NVC,syllogistic-generalized,single-choice,21_participant_25,12,47826.0,ED3,Eca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ED,ug,E,u,False,False,2021,True
2605,2605,All;chefs;runners/Most not;scientists;runners,Most not;scientists;chefs,All;chefs;scientists|All;scientists;chefs|No;chefs;scientists|No;scientists;chefs|Some;chefs;scientists|Some;scientists;chefs|Some not;chefs;scientists|Some not;scientists;chefs|Most;chefs;scientists|Most;scientists;chefs|Most not;chefs;scientists|Most not;scientists;chefs|NVC,syllogistic-generalized,single-choice,21_participant_25,13,32292.0,AD3,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,AD,ug,D,g,True,True,2021,True
2606,2606,No;porters;brewers/Most;porters;judges,No;judges;brewers,All;brewers;judges|All;judges;brewers|No;brewers;judges|No;judges;brewers|Some;brewers;judges|Some;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|Most;brewers;judges|Most;judges;brewers|Most not;brewers;judges|Most not;judges;brewers|NVC,syllogistic-generalized,single-choice,21_participant_25,14,26624.0,ET4,Eca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ET,ug,E,u,False,True,2021,True
2608,2608,Most not;singers;pilots/Some not;tailors;pilots,NVC,All;singers;tailors|All;tailors;singers|No;singers;tailors|No;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|Most;singers;tailors|Most;tailors;singers|Most not;singers;tailors|Most not;tailors;singers|NVC,syllogistic-generalized,single-choice,21_participant_25,16,57655.0,DO3,NVC,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,OD,ge,NVC,NVC,True,False,2021,True
2610,2610,Most not;opticians;actuaries/Most;actuaries;boxers,Most not;boxers;opticians,All;opticians;boxers|All;boxers;opticians|No;opticians;boxers|No;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|Most;opticians;boxers|Most;boxers;opticians|Most not;opticians;boxers|Most not;boxers;opticians|NVC,syllogistic-generalized,single-choice,21_participant_25,18,23585.0,DT1,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,TD,gg,D,g,False,False,2021,True
2614,2614,Most not;divers;linguists/Most;carpenters;linguists,Most not;carpenters;divers,All;divers;carpenters|All;carpenters;divers|No;divers;carpenters|No;carpenters;divers|Some;divers;carpenters|Some;carpenters;divers|Some not;divers;carpenters|Some not;carpenters;divers|Most;divers;carpenters|Most;carpenters;divers|Most not;divers;carpenters|Most not;carpenters;divers|NVC,syllogistic-generalized,single-choice,21_participant_25,22,9234.0,DT3,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,TD,gg,D,g,False,False,2021,True
2616,2616,Most not;workers;actors/All;painters;workers,Most not;painters;actors,All;actors;painters|All;painters;actors|No;actors;painters|No;painters;actors|Some;actors;painters|Some;painters;actors|Some not;actors;painters|Some not;painters;actors|Most;actors;painters|Most;painters;actors|Most not;actors;painters|Most not;painters;actors|NVC,syllogistic-generalized,single-choice,21_participant_25,24,101277.0,DA2,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,AD,ug,D,g,False,False,2021,True
2618,2618,Some not;tellers;climbers/Most;climbers;doctors,Most not;doctors;tellers,All;tellers;doctors|All;doctors;tellers|No;tellers;doctors|No;doctors;tellers|Some;tellers;doctors|Some;doctors;tellers|Some not;tellers;doctors|Some not;doctors;tellers|Most;tellers;doctors|Most;doctors;tellers|Most not;tellers;doctors|Most not;doctors;tellers|NVC,syllogistic-generalized,single-choice,21_participant_25,26,31975.0,OT1,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,OT,ge,D,g,False,False,2021,True
2620,2620,Some;singers;pilots/Most not;tailors;singers,Some;tailors;pilots,All;pilots;tailors|All;tailors;pilots|No;pilots;tailors|No;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|Most;pilots;tailors|Most;tailors;pilots|Most not;pilots;tailors|Most not;tailors;pilots|NVC,syllogistic-generalized,single-choice,21_participant_25,28,39016.0,ID2,Ica,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ID,ge,I,e,False,False,2021,True
2623,2623,No;brewers;porters/Most;porters;judges,No;judges;brewers,All;brewers;judges|All;judges;brewers|No;brewers;judges|No;judges;brewers|Some;brewers;judges|Some;judges;brewers|Some not;brewers;judges|Some not;judges;brewers|Most;brewers;judges|Most;judges;brewers|Most not;brewers;judges|Most not;judges;brewers|NVC,syllogistic-generalized,single-choice,21_participant_25,31,18785.0,ET1,Eca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ET,ug,E,u,False,True,2021,True
2624,2624,All;architects;designers/Most not;trainers;architects,Most not;designers;trainers,All;designers;trainers|All;trainers;designers|No;designers;trainers|No;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|Most;designers;trainers|Most;trainers;designers|Most not;designers;trainers|Most not;trainers;designers|NVC,syllogistic-generalized,single-choice,21_participant_25,32,62037.0,AD2,Dac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,AD,ug,D,g,False,False,2021,True
2625,2625,Most;drivers;hikers/Most not;drivers;writers,Most not;hikers;writers,All;hikers;writers|All;writers;hikers|No;hikers;writers|No;writers;hikers|Some;hikers;writers|Some;writers;hikers|Some not;hikers;writers|Some not;writers;hikers|Most;hikers;writers|Most;writers;hikers|Most not;hikers;writers|Most not;writers;hikers|NVC,syllogistic-generalized,single-choice,21_participant_25,33,38545.0,TD4,Dac,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,TD,gg,D,g,False,True,2021,True
2626,2626,No;sculptors;gamblers/Most not;bakers;sculptors,Most not;bakers;gamblers,All;gamblers;bakers|All;bakers;gamblers|No;gamblers;bakers|No;bakers;gamblers|Some;gamblers;bakers|Some;bakers;gamblers|Some not;gamblers;bakers|Some not;bakers;gamblers|Most;gamblers;bakers|Most;bakers;gamblers|Most not;gamblers;bakers|Most not;bakers;gamblers|NVC,syllogistic-generalized,single-choice,21_participant_25,34,86033.0,ED2,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ED,ug,D,g,False,False,2021,True
2628,2628,Most not;teachers;bankers/Some;golfers;teachers,Some not;golfers;bankers,All;bankers;golfers|All;golfers;bankers|No;bankers;golfers|No;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|Most;bankers;golfers|Most;golfers;bankers|Most not;bankers;golfers|Most not;golfers;bankers|NVC,syllogistic-generalized,single-choice,21_participant_25,36,26851.0,DI2,Oca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ID,ge,O,e,False,False,2021,True
2629,2629,Most not;cleaners;auditors/Most;cleaners;painters,Most not;painters;auditors,All;auditors;painters|All;painters;auditors|No;auditors;painters|No;painters;auditors|Some;auditors;painters|Some;painters;auditors|Some not;auditors;painters|Some not;painters;auditors|Most;auditors;painters|Most;painters;auditors|Most not;auditors;painters|Most not;painters;auditors|NVC,syllogistic-generalized,single-choice,21_participant_25,37,17105.0,DT4,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,TD,gg,D,g,False,True,2021,True
2630,2630,Some;typists;dancers/Most not;typists;boxers,Some;boxers;dancers,All;dancers;boxers|All;boxers;dancers|No;dancers;boxers|No;boxers;dancers|Some;dancers;boxers|Some;boxers;dancers|Some not;dancers;boxers|Some not;boxers;dancers|Most;dancers;boxers|Most;boxers;dancers|Most not;dancers;boxers|Most not;boxers;dancers|NVC,syllogistic-generalized,single-choice,21_participant_25,38,58036.0,ID4,Ica,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,ID,ge,I,e,False,False,2021,True
2631,2631,All;secretaries;agents/Most not;agents;brokers,Most not;brokers;secretaries,All;secretaries;brokers|All;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|Most;secretaries;brokers|Most;brokers;secretaries|Most not;secretaries;brokers|Most not;brokers;secretaries|NVC,syllogistic-generalized,single-choice,21_participant_25,39,19496.0,AD1,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,AD,ug,D,g,False,False,2021,True
2632,2632,Most;waiters;poets/Most not;cashiers;waiters,Most not;cashiers;poets,All;poets;cashiers|All;cashiers;poets|No;poets;cashiers|No;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|Most;poets;cashiers|Most;cashiers;poets|Most not;poets;cashiers|Most not;cashiers;poets|NVC,syllogistic-generalized,single-choice,21_participant_25,40,31332.0,TD2,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,TD,gg,D,g,False,False,2021,True
2634,2634,Most;lifeguards;plumbers/Most not;plumbers;dentists,Most not;dentists;lifeguards,All;lifeguards;dentists|All;dentists;lifeguards|No;lifeguards;dentists|No;dentists;lifeguards|Some;lifeguards;dentists|Some;dentists;lifeguards|Some not;lifeguards;dentists|Some not;dentists;lifeguards|Most;lifeguards;dentists|Most;dentists;lifeguards|Most not;lifeguards;dentists|Most not;dentists;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_25,42,32191.0,TD1,Dca,male,bachelors,0,45,96,60,no,,no,55,86,70,yes,,,1,TD,gg,D,g,False,False,2021,True
